sigle-atom,MagpieData minimum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData maximum CovalentRadius,MagpieData mode NdUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode GSmagmom,MagpieData mean SpaceGroupNumber,vpa,packing fraction,sine coulomb matrix eig 0,sine coulomb matrix eig 3,sine coulomb matrix eig 5,sine coulomb matrix eig 6,sine coulomb matrix eig 8,sine coulomb matrix eig 11,SOAP_40,magmom,theoretical
0.742,61,29,75.5,1225.33,502.67,6,13,3,138,0,0,2,0,0,188.5,61.44533189,0.177393745,1407.926504,6323.124445,0,0,0,0,0,1.553,1
3.943,52,37,76.66666667,835.6666667,455.5555556,9,13,4,139,0,3,3,1.333333333,0,81.66666667,63.30227289,0.12761676,1096.642419,0,0,0,0,0,0.188142665,6.548,3
4.147,52,41,73.4,1393.6,1072.08,10,12.4,4.32,139,0,4,3.2,1.76,0,131.6,29.23595888,0.174251396,1242.552026,98.60328032,0,0,0,0,8.824138225,8,3
0.693,45,50,82.5,825.85,840.075,13,13.75,4.875,175,0,7,2.75,2.625,0,96.5,83.80221961,0.1035486,14972.05993,2526.638295,2406.782933,2410.060356,0,0,0,1.404,1
0.831,62,33,86.75,656.3625,585.84375,7,15.25,2.625,139,0,1,0.75,0.375,0,104.25,85.87821114,0.08909687,5287.372456,2495.54043,2401.772112,2440.473777,0,0,0,1.905,1
2.07,54,40,84,993.45,1232.775,10,14.5,3.75,151,0,4,2,1.5,0,96.5,62.88509979,0.090929192,16534.20814,439.532178,419.9312337,403.5611008,0,0,0,4.409,2
2.16,46,49,82.75,745.1,718.95,12,14,4.5,153,0,6,2.5,2.25,0,105.25,94.02936552,0.078214591,873.0822871,2507.901073,2448.485675,2392.352604,0,0,0,3.669,2
0.957,43,52,75.66666667,900.2666667,693.8222222,13,12.33333333,5.555555556,160,0,7,3.666666667,2.888888889,0,90.66666667,65.9006313,0.122585032,3217.867458,783.6616801,2494.90591,2469.586951,2314.540811,2272.708099,0,3.426,2
3.195,49,45,77,913.32,844.4533333,11,13,4.666666667,139,0,5,3,2,0,121,58.40976692,0.113403527,1104.136108,435.4402336,364.0463487,0,0,0,0,5.863,3
0.446,45,51,76.33333333,1093.736667,941.5088889,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,109.3333333,74.16817206,0.140587536,15881.52015,13975.32952,6785.877935,6654.781099,407.3876204,367.33819,0,1.81,1
2.598,45,50,84.125,733.6,701.7,13,14.375,3.9375,175,0,7,2.125,1.6875,0,96.5,82.47124731,0.097197941,14382.99372,2507.040913,2414.443406,2402.674366,0,0,0,2.833,2
1.573,45,51,85.25,819.3875,648.80625,13,14.5,3.75,175,0,7,2,1.5,0,100.375,99.29869298,0.119423485,14475.68891,6821.426622,6589.95656,6613.150913,0,0,0,1.829,1
0.34,3,74,52.33333333,2660.843333,1549.542222,13,9.666666667,5.777777778,203,0,3,3,1.333333333,0,205.6666667,110.2111084,0.14359033,616.0327562,74.16228178,-6.070146895,0,0,0,0,1.275,0
3.001,49,43,78.75,575.9025,802.04875,15,9.75,6.25,139,0,5,2.75,1.625,0,111.75,65.91164729,0.050708214,1030.926807,61.77107293,0,0,0,0,0,5.831,3
4.687,52,41,89.2,264.5706667,337.7130667,10,16.06666667,1.493333333,139,0,4,1.533333333,0.853333333,0,48.6,61.04445947,0.047306861,6497.172197,166.115906,106.1127617,73.12106365,75.91878746,101.4025248,3.97E-05,9.614,4
1.777,54,33,78.63636364,825.8545455,1121.533884,9,13.81818182,3.173553719,151,0,3,2.545454545,0.892561983,0,64.45454545,89.47289324,0.038768688,16417.87249,109.5585117,57.06873647,71.01687468,65.83132355,0,0,3.757,2
1.914,46,48,75.66666667,803.1333333,919.9111111,12,12.66666667,5.111111111,153,0,6,3.333333333,2.444444444,0,101.6666667,74.53471341,0.068869761,1004.719859,430.9782611,66.13106381,0,0,0,0,3.758,2
4.166,52,43,73.5,892.4,626.6,10,12,5,139,0,4,3,2,0,140.5,67.17465765,0.132971773,1070.834915,2464.198494,0,0,0,0,8.184422732,8.196,4
0.971,61,33,77.5,949.8,778.2,7,13.5,3.5,124,0,1,1.5,0.5,0,144.5,50.93688584,0.142281813,1655.020577,426.0400487,0,0,0,0,0,1.978,1
3.314,55,33,71.5,1099.68,711.32,8,12,4,132,0,2,3,1,0,149.5,51.55518566,0.152097508,1333.39,358.7200507,0,0,0,0,0,6.664,3
0.165,8,88,52,718.425,331.575,15,9.5,7.5,195,0,1,0.5,0.5,0,144.5,142.0478427,0.158412691,2992.835726,6740.323155,0,0,0,0,0,0.472,0
1.339,61,26,74,891.4,836.6,6,13,3,124,0,0,2,0,0,118.5,63.95833352,0.087641225,1565.040719,67.30843162,0,0,0,0,0,3.048,2
3.818,55,33,77,862.5733333,632.2844444,8,13.33333333,3.555555556,132,0,2,2.666666667,0.888888889,0,123,52.11091774,0.127111052,1261.314489,0,0,0,0,0,0,7.942,4
3.768,52,40,78.66666667,515.6733333,668.8844444,6,3,2.666666667,139,0,4,2.333333333,1.777777778,0,201.6666667,31.92304943,0.12138502,1132.546655,0,0,0,0,0,3.229446481,7.3,4
4.454,52,38,77.33333333,988.1066667,353.9288889,9,13,4,139,0,3,3,1.333333333,0,173.6666667,103.0004573,0.111592129,1123.023766,0,0,0,0,0,0.062569773,8.019,4
1.394,62,32,83.33333333,723.75,736.2,7,14.66666667,3.111111111,139,0,1,0.666666667,0.444444444,0,117.6666667,65.93287572,0.100463896,4901.843126,0,0,0,0,0,0,3.768,2
3.384,59,36,83,922.8666667,876.0888889,8,14.33333333,3.555555556,142,0,2,1.666666667,0.888888889,0,117.6666667,73.09981075,0.105094879,4709.907842,0,0,0,0,0,0,7.468,3
4.018,55,40,85,652.1,579.45,9,14.75,3.375,132,0,3,1.75,1.125,0,105.25,88.44257158,0.086513538,1173.272271,2481.781707,2471.426907,2392.632077,0,0,0,9.404,4
0.634,45,49,81.75,755.2,875.4,13,13.75,4.875,175,0,7,2.75,2.625,0,96.5,74.07641378,0.095053541,14949.36266,443.6542287,415.6677563,416.5683802,0,0,0,1.278,1
2.989,50,46,84.5,1014.1375,940.93125,11,14.25,4.125,154,0,5,2.25,1.875,0,105.25,101.6365302,0.116228317,3760.196507,6815.696463,6590.650306,6647.769192,0,0,0,5.675,3
4.459,57,37,84.75,955.2,1175.4,9,14.75,3.375,144,0,3,1.75,1.125,0,96.5,81.96633675,0.066396595,16994.85193,432.6798118,422.8681311,410.4060544,0,0,0,10.068,4
1.423,62,32,86,585.7125,621.16875,7,15.25,2.625,139,0,1,0.75,0.375,0,104.25,76.86084795,0.078259646,5150.245535,435.2782446,414.083339,424.9534861,0,0,0,1.887,1
2.154,54,40,84,993.45,1232.775,10,14.5,3.75,151,0,4,2,1.5,0,96.5,63.93847401,0.089431151,16524.01374,443.3790253,413.3154108,412.7482605,0,0,0,4.503,2
0.962,43,52,82,684.6,628.2,13,13.75,4.875,160,0,7,2.75,2.625,0,96.5,85.98077804,0.088990586,781.4360714,2441.934172,2482.322582,2386.738418,0,0,0,1.738,1
2.118,46,49,82.75,745.1,718.95,12,14,4.5,153,0,6,2.5,2.25,0,105.25,84.57666413,0.086956236,870.4865689,2397.619252,2493.220064,2449.195539,0,0,0,3.701,2
0.419,64,31,82.33333333,670.6433333,458.0844444,6,14.66666667,2.444444444,132,0,1,1.333333333,0.444444444,0,119.6666667,58.14190944,0.119623472,2640.851578,1540.073145,364.6042487,0,0,0,0,1.588,1
2.025,46,49,76.66666667,980.9333333,801.3777778,12,12.66666667,5.111111111,153,0,6,3.333333333,2.444444444,0,102.3333333,63.96420793,0.120104915,881.9671694,2496.527205,2270.452394,0,0,0,0,3.725,2
3.3,49,45,77.33333333,948.5333333,820.9777778,11,13,4.666666667,139,0,5,3,2,0,102.3333333,63.43279368,0.115888831,2502.274856,981.3568248,434.8523367,0,0,0,0,5.926,3
1.342,61,33,80.66666667,651.4666667,717.6888889,7,14.33333333,2.888888889,124,0,1,1.666666667,0.444444444,0,100.3333333,39.84079801,0.128842496,1582.164791,433.801225,66.57808995,0,0,0,0,2.086,1
4.606,44,51,83.25,655.225,584.1375,13,14.125,4.3125,175,0,7,2.375,2.0625,0,99.375,89.93627048,0.090781407,3727.43426,2507.756469,2407.485759,2442.113992,0,0,6.250434435,4.718,4
0.723,49,38,76.83333333,626.1616667,761.8155556,10,13.5,3.333333333,139,0,5,2.5,1.166666667,0,83.66666667,89.72215811,0.047218269,1725.313068,1540.704195,58.48428281,70.6302856,69.40712434,65.68335989,0,1.961,1
4.24,51,43,78.28571429,842.4,1091.771429,11,13.57142857,3.755102041,162,0,5,2.714285714,1.306122449,0,81.42857143,122.1604852,0.034624172,15633.58078,1245.769247,402.6582525,101.9671318,58.23543752,69.67943305,0,9.834,4
0.957,61,33,77.5,949.8,778.2,7,13.5,3.5,124,0,1,1.5,0.5,0,144.5,60.28564918,0.12021754,1582.593996,426.331089,0,0,0,0,0,1.977,1
4.057,52,30,62,1033.683333,647.0888889,8,9.666666667,3.555555556,139,5,2,4.333333333,0.888888889,0.000310121,209.3333333,34.62684686,0.232367169,1223.109946,0,0,0,0,0,10.67056436,7.839,4
0.962,61,26,78.33333333,612.5333333,743.6444444,6,14,2.666666667,124,0,0,2,0,0,83,38.835368,0.103990707,1490.521276,0,0,0,0,0,0,3.707,2
3.729,57,38,82.33333333,1279.2,1351.2,9,14,4,144,0,3,2,1.333333333,0,107.3333333,69.31746314,0.105524273,16356.4901,0,0,0,0,0,0,8.068,4
1.428,62,32,83.33333333,723.75,736.2,7,14.66666667,3.111111111,139,0,1,0.666666667,0.444444444,0,117.6666667,71.20638058,0.093023596,4901.904696,0,0,0,0,0,0,3.763,2
2.743,49,38,68.8,1363.52,1046.976,10,11.4,4.32,139,0,4,4.2,1.76,0,129.6,27.52396747,0.198881784,1097.851912,73.97090392,0,0,0,0,0,5.007,3
4.137,52,40,77,999.8028571,1103.311837,15,8.857142857,5.551020408,139,0,4,2.857142857,1.551020408,0,148.5714286,23.73757083,0.158671265,1245.973917,70.31708227,-0.762569049,-0.766750072,0,0,8.607465326,7.956,4
0.914,61,33,70.75,1239.58375,610.5203125,7,12.125,2.65625,124,2,4,2.125,0.71875,0.5953947,184.75,35.7948535,0.237774352,227.4910533,434.3727296,1430.639254,1379.923367,0,0,0,3.644,2
0.933,61,34,71.25,1200.16875,659.7890625,7,12.125,2.65625,142,2,4,2.125,0.71875,0.5953947,174,38.87515027,0.256814947,5745.758138,1697.077847,1422.223934,1387.261977,0,0,0,3.589,1
2.975,54,40,82.88888889,800.46,838.48,10,14.55555556,3.259259259,151,0,4,1.444444444,0.790123457,0,114.2222222,70.57847915,0.088240189,15834.28737,555.6757619,407.7701203,425.6328713,417.0336565,0,0,3.078,3
2.383,58,38,86.5,732.1375,517.93125,8,15,3,139,0,2,1.5,0.75,0,96.5,105.2854313,0.106349271,1291.65824,6775.052224,6702.010175,6567.783135,0,0,0,5.573,3
4.059,55,40,85,652.1,579.45,9,14.75,3.375,132,0,3,1.75,1.125,0,105.25,76.09360977,0.100553513,1168.403861,2390.149738,2485.73866,2443.31498,0,0,0,9.428,4
0.631,45,49,81.75,755.2,875.4,13,13.75,4.875,175,0,7,2.75,2.625,0,96.5,74.4143216,0.094621913,14952.78026,427.7980903,439.4667507,409.8789966,0,0,0,1.239,1
1.027,62,32,86,585.7125,621.16875,7,15.25,2.625,139,0,1,0.75,0.375,0,104.25,87.71589303,0.068574833,5163.552097,430.469721,424.7164386,412.17023,0,0,0,2.038,1
3.649,56,40,86,941.8875,832.55625,9,14.75,3.375,146,0,3,1.75,1.125,0,96.5,96.13883304,0.113598459,4203.151528,6783.576139,6572.68383,6670.027908,0,0,0,8.871,4
0.947,43,51,81.25,613.95,663.525,13,13.75,4.875,160,0,7,2.75,2.625,0,96.5,71.96024095,0.083589252,952.4258227,439.7810523,414.3740829,420.6445696,0,0,0,1.822,1
2.043,46,48,82,674.45,754.275,12,14,4.5,153,0,6,2.5,2.25,0,105.25,74.59895434,0.076651092,1045.859458,412.4294684,406.6325349,434.5829143,0,0,0,3.675,2
3.812,49,46,79.33333333,872.4666667,871.6888889,11,13.33333333,4.888888889,139,0,5,2.666666667,2.222222222,0,119,78.93673609,0.093127138,2555.926395,0,0,0,0,0,0,7.516,4
2.978,49,47,75.66666667,876.6333333,868.9111111,11,12.66666667,4.444444444,139,0,5,3.333333333,1.777777778,0,162.3333333,46.44113465,0.173254647,7000.35078,967.4850981,48.30774043,0,0,0,0,5.045,3
0.487,45,51,76.66666667,1128.95,918.0333333,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,90.66666667,76.88610818,0.145076913,15974.47013,14001.86136,6776.599419,6656.63998,2434.691162,2276.833901,0,1.984,1
2.602,44,51,84,686.35,630.825,13,14.375,3.9375,175,0,7,2.125,1.6875,0,96.5,83.3308903,0.096195246,3743.460877,2507.971857,2417.285546,2428.331326,0,0,0,2.851,3
4.579,44,50,82.5,584.575,619.4625,13,14.125,4.3125,175,0,7,2.375,2.0625,0,99.375,70.03990668,0.09320635,3519.019392,440.2142605,414.2631851,409.9190767,0,0,6.250434435,4.726,4
0.651,73,14,82.33333333,347.69,390.52,3,15,1.333333333,121,0,3,3,1.333333333,0,83,61.36735166,0.054267663,267.0732447,77.57505759,54.87647635,0,0,0,0,1.612,1
0.819,64,29,83.33333333,488.2566667,579.6755556,6,15,2.666666667,132,0,0,1,0,0,85,94.54526124,0.040027362,1695.491153,87.10523284,84.70506111,0,0,0,0,1.947,1
3.613,49,41,79.6,1111.876,467.0592,10,13.6,3.04,139,0,4,3.2,1.44,0,182,137.8316586,0.078584837,967.8159549,7900.748962,6241.224783,6191.975729,6404.656255,0,0,6.175,3
1.001,50,37,81.14285714,498.1857143,685.0897959,10,14.42857143,2.408163265,154,0,4,2.714285714,1.020408163,0,41.57142857,95.53978144,0.032122347,4063.039956,326.5149429,54.53595813,55.39369675,64.77698646,70.1096456,0,1.954,1
0.36,44,33,57.2,2806,813.6,10,8,4.8,175,8,4,6.4,1.92,0,194,38.80682927,0.255981251,3849.302816,3416.931673,0,0,0,0,0,0.666,0
3.207,55,40,75,1038.4,772.6,9,12.5,4.5,132,0,3,2.5,1.5,0,146.5,61.2089607,0.145931792,1174.595167,2458.252493,0,0,0,0,0,6.377,3
0.885,12,82,53,985.3,813.7,14,10,7,190,0,8,5,4,0,129,95.43003641,0.149941338,3427.131652,431.7015973,0,0,0,0,0,1.804,1
4.173,52,44,74,952.925,566.075,10,12,5,139,0,4,3,2,0,140.5,74.55295912,0.154172825,1073.544541,6713.103478,0,0,0,0,7.621767065,8.189,4
4.596,52,44,81.33333333,764.2333333,503.1777778,10,13.66666667,4.444444444,139,0,4,2.333333333,1.777777778,0,115,90.30722878,0.127277079,1118.64382,0,0,0,0,0,0.020213579,9.361,4
1.61,61,34,83.66666667,753.2,649.8666667,7,14.66666667,3.111111111,124,0,1,1.333333333,0.444444444,0,117.6666667,66.77072593,0.115056646,1437.727683,0,0,0,0,0,0,3.86,2
1.542,62,31,82.66666667,645.0166667,788.6888889,7,14.66666667,3.111111111,139,0,1,0.666666667,0.444444444,0,85,53.28322459,0.07845645,4895.078053,0,0,0,0,0,0,3.774,2
2.492,59,35,82.33333333,860.0666667,917.9555556,8,14.33333333,3.555555556,142,0,2,1.666666667,0.888888889,0,117.6666667,70.31547934,0.088570233,4795.632232,429.9597389,413.3600631,0,0,0,0,5.719,3
2.713,46,49,78.66666667,904.8666667,852.0888889,12,13,5.333333333,153,0,6,3,2.666666667,0,119,90.25161061,0.085122201,914.0269906,0,0,0,0,0,0,5.323,3
2.095,51,38,76.33333333,1561,1422.666667,10,12.66666667,4.444444444,162,0,4,3.333333333,1.777777778,0,85.66666667,114.3844133,0.067163135,15672.58494,2290.560888,2267.101278,0,0,0,0,3.326,2
2.826,49,39,69.2,1496.944,886.8672,10,11.4,4.32,139,0,4,4.2,1.76,0,152.8,31.39697142,0.216187105,1134.484464,383.3084644,0,0,0,0,0,4.688,3
3.292,54,39,82.22222222,721.7266667,890.9688889,10,14.55555556,3.259259259,151,0,4,1.444444444,0.790123457,0,81.55555556,56.61324984,0.066846497,15826.74055,132.9430932,89.33689254,88.40193699,84.16536504,0,0,3.53,2
0.685,45,51,83.25,916.6375,794.68125,13,13.75,4.875,175,0,7,2.75,2.625,0,96.5,100.1829599,0.12497298,15086.895,6856.112233,6594.476522,6603.349328,0,0,0,1.349,1
0.682,62,34,87.5,747.15,540.45,7,15.25,2.625,139,0,1,0.75,0.375,0,104.25,99.33285917,0.115712368,8279.426401,6801.96837,6582.31484,6661.743474,0,0,0,1.774,1
2.024,54,42,85.5,1154.8875,1152.05625,10,14.5,3.75,151,0,4,2,1.5,0,96.5,95.44093101,0.117318941,16616.48805,6809.464411,6582.345138,6639.131785,0,0,0,4.082,2
0.962,43,51,81.25,613.95,663.525,13,13.75,4.875,160,0,7,2.75,2.625,0,96.5,75.9727357,0.079174492,961.680348,425.4792314,430.623728,409.3913732,0,0,0,1.793,1
2.063,46,48,82,674.45,754.275,12,14,4.5,153,0,6,2.5,2.25,0,105.25,82.3709392,0.069418795,1093.315867,408.1212413,423.1304517,410.6454696,0,0,0,3.639,2
1.75,43,53,78,864.55,717.6333333,13,12.66666667,5.777777778,160,0,7,3.333333333,3.111111111,0,107.3333333,86.31685166,0.113375725,6887.030944,0,0,0,0,0,0,3.461,2
4.16,52,43,78,613.2,603.8666667,10,13.33333333,4.222222222,139,0,4,2.666666667,1.555555556,0,97.66666667,46.95071651,0.133256364,2619.85024,1068.456724,66.91387586,0,0,0,6.945726282,7.785,4
0.893,43,52,75.33333333,865.0533333,717.2977778,13,12.33333333,5.555555556,160,0,7,3.666666667,2.888888889,0,109.3333333,63.15987265,0.116389599,2882.608217,2450.357625,367.7206783,366.0734421,360.8011694,797.8061673,0,3.189,1
3.275,49,47,77.66666667,985.07,796.62,11,13,4.666666667,139,0,5,3,2,0,121,62.27199468,0.145474013,6993.542344,977.2500227,365.3587834,0,0,0,0,5.881,3
0.969,43,53,76,940.6166667,666.9222222,13,12.33333333,5.555555556,160,0,7,3.666666667,2.888888889,0,90.66666667,72.34996865,0.135262473,7489.051235,6673.646993,2312.029228,2292.548252,810.6433341,787.6369137,0,3.469,1
1.868,46,44,74.66666667,1098.006667,723.3288889,11,12.33333333,4.888888889,153,0,5,3.666666667,2.222222222,0,150.3333333,67.91843699,0.127549192,6575.613362,0,0,0,0,0,0,3.238,2
3.949,52,40,79.5,410.6525,554.17375,15,10,6,139,0,4,2.5,1.25,0,108.75,31.09043935,0.107501275,1202.713582,72.22597617,61.58003184,0.39294084,0,0,7.706938447,7.781,4
0.344,12,84,54,1092.925,706.075,14,10,7,190,0,8,5,4,0,129,126.7904083,0.14166318,3061.299018,6758.128586,0,0,0,0,0,0.702,0
3.252,52,35,76.30769231,475.68,518.0061538,9,13.30769231,3.313609467,144,0,5,2.384615385,1.207100592,0,87.30769231,81.73967269,0.068620678,5823.246358,1077.747247,105.484519,70.05865978,58.96924127,76.4476907,7.068240287,8.909,3
3.605,49,41,79.4,1206.996,581.2032,10,13.6,3.04,139,0,4,3.2,1.44,0,182.4,134.744043,0.076517581,1057.813757,7869.794336,6253.905064,6329.747113,6373.000486,0,0,6.182,3
0.298,3,84,68.2,864.786,1183.2856,15,12.6,4.64,203,0,3,2.2,0.72,0,91.8,82.04500105,0.118845337,621.4100368,86.39191222,23.06864574,57.36609443,68.65665418,0,0,1.682,1
0.61,3,91,71.66666667,492.63,516.2566667,16,12.83333333,4.888888889,203,0,2,1.5,0.666666667,0,140,145.7068797,0.078496579,17678.20266,44.45139521,575.9198741,487.6235271,439.9830755,419.44365,0,1.409,1
4.272,52,41,72.28571429,684.3,715.4571429,10,12.14285714,4.408163265,139,5,4,3.285714286,1.469387755,0.000310121,152.7142857,24.51651624,0.220434556,1317.845939,99.01249845,52.83000403,44.38820483,0,0,8.369170571,12.661,4
3.725,49,33,62.2,1333.22,1016.136,9,9.6,4.32,139,5,3,4.8,1.44,0,215,25.18126362,0.292144306,1171.522708,996.6314292,0,0,0,0,0,9.944,3
3.086,50,39,76,1294.666667,1067.555556,10,12.66666667,4.444444444,154,0,4,3.333333333,1.777777778,0,85.66666667,113.6785731,0.07480537,4144.776512,2295.745252,2262.916145,0,0,0,0,5.34,3
3.805,57,37,81.66666667,1216.4,1393.066667,9,14,4,144,0,3,2,1.333333333,0,107.3333333,63.28847644,0.092593752,16334.35941,0,0,0,0,0,0,8.258,4
3.367,56,39,82,1046.2,1040.533333,9,14,4,146,0,3,2,1.333333333,0,107.3333333,70.10640356,0.104336758,4470.770777,0,0,0,0,0,0,7.477,3
0.282,85,4,87.66666667,630.5933333,182.1244444,1,15.66666667,0.444444444,139,0,1,2.333333333,0.444444444,0,64.66666667,113.7395757,0.074765249,6468.626842,2419.114406,2168.362997,0,0,0,0,0.717,0
0.895,48,42,76,1578.44,1141.04,11,12.33333333,4.888888889,170,0,5,3.666666667,2.222222222,0,177.6666667,128.3662707,0.092854431,15222.17814,6388.605049,6363.014826,0,0,0,0,1.514,1
2.988,54,42,84.22222222,943.96,742.8133333,10,14.55555556,3.259259259,151,0,4,1.444444444,0.790123457,0,114.2222222,89.7109458,0.123708707,15955.17119,7909.045455,6541.433563,6658.315751,6597.065317,0,0,3.075,1
4.152,55,39,84.25,581.45,614.775,9,14.75,3.375,132,0,3,1.75,1.125,0,105.25,66.38611351,0.090607846,1373.109384,410.7077986,433.2653279,425.2241556,0,0,0,9.522,4
0.662,45,51,83.25,916.6375,794.68125,13,13.75,4.875,175,0,7,2.75,2.625,0,96.5,100.3339136,0.124784956,15109.53658,6835.319992,6625.569798,6556.512736,0,0,0,1.245,1
1.019,43,53,82.75,775.3875,582.80625,13,13.75,4.875,160,0,7,2.75,2.625,0,96.5,102.8313669,0.111775625,785.5091286,6656.037762,6782.099989,6562.044215,0,0,0,1.805,1
2.253,46,50,83.5,835.8875,673.55625,12,14,4.5,153,0,6,2.5,2.25,0,105.25,100.5032382,0.111409633,874.8829235,6796.809475,6579.859782,6677.018647,0,0,0,3.755,2
3.932,49,37,73,1271.466667,605.6888889,9,12,4,148,0,3,4,1.333333333,0,135.6666667,60.11480262,0.194194828,20180.14855,0,0,0,0,0,0,7.31,4
0.493,45,50,76,1053.386667,968.4088889,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,109.3333333,68.5529711,0.127190926,15655.97579,13963.38989,2491.046708,2441.513725,405.6840393,366.7125669,0,2.028,1
4.347,52,43,78.66666667,759.6,506.2666667,10,13.33333333,4.222222222,139,0,4,2.666666667,1.555555556,0,98.33333333,65.7085981,0.122943286,1079.682893,2497.368608,2271.606139,0,0,0,6.354353072,7.932,4
0.569,44,51,76,962.6,776.9333333,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,90.66666667,72.43207315,0.13042005,4530.325559,3441.760357,2410.42112,2423.017795,2294.19955,2254.900142,0,2.233,1
0.947,43,51,75.33333333,868.8666667,714.7555556,13,12.33333333,5.555555556,160,0,7,3.666666667,2.888888889,0,90.66666667,61.72211451,0.119100785,2726.711366,2287.027984,796.8530917,796.4000064,428.9637592,418.3772773,0,3.37,1
3.379,49,47,78,1020.283333,773.1444444,11,13,4.666666667,139,0,5,3,2,0,102.3333333,67.58354193,0.144802053,7008.911393,1039.703662,2271.986939,0,0,0,0,5.944,3
3.365,55,24,67.33333333,1315.133333,330.5777778,12,8,4,141,0,4,2.666666667,1.777777778,0,216,44.87466411,0.251162052,186.7062719,1974.256193,1176.733874,0,0,0,0,6.647,3
2.054,46,50,77,1021.283333,774.4777778,12,12.66666667,5.111111111,153,0,6,3.333333333,2.444444444,0,102.3333333,67.8223774,0.13845313,7005.458755,940.724363,2273.01507,0,0,0,0,3.742,2
4.215,52,40,80,577.4325,470.78375,15,10,6,139,0,4,2.5,1.25,0,137.75,42.67916125,0.116784574,1211.253118,377.6844721,362.756027,0.475978102,0,0,6.597965944,7.813,4
4.585,44,52,84,746.0125,538.74375,13,14.125,4.3125,175,0,7,2.375,2.0625,0,99.375,104.0902074,0.115352846,1115.865733,6831.161205,6598.358735,6655.695929,0,0,6.250434435,4.664,4
3.669,55,38,84.71428571,430.2814286,538.2591837,9,15.14285714,2.653061224,132,0,4,2,1.428571429,0,75.57142857,132.9748831,0.023950028,1247.962348,104.7099303,84.75994436,91.82347503,0,0,0,7.631,3
1.047,46,46,79,518.6688889,739.702716,15,10.22222222,6.419753086,153,0,6,2.888888889,1.827160494,0,100.6666667,69.00205787,0.040686037,983.4034478,0.245678018,76.93787406,68.19282032,55.04041245,0,0,1.928,1
1.933,46,42,80.5,638.269,428.2784,11,14.2,2.48,153,0,6,2.6,1.04,0,87.8,107.7233916,0.056602006,5379.967328,892.1653378,483.5963877,247.4200906,305.9083229,390.9164433,0,3.594,2
4.556,52,30,74.2,1877.686667,1556.250667,8,13.06666667,2.293333333,139,0,2,3.733333333,0.586666667,0,199.4,127.9131257,0.026061819,1322.422831,98.82333417,-9.347437808,-8.308909942,62.79805043,33.40211202,6.250434435,9.21,4
1.788,59,36,77,1251.4,985.6,8,13,4,142,0,2,2,1,0,144.5,73.06542462,0.114121153,4900.721936,2458.703573,0,0,0,0,0,3.829,2
0.441,11,83,52.5,992.8,821.2,14,10,7,170,0,8,5,4,0,129,49.13351608,0.217225192,823.1962512,431.055962,0,0,0,0,0,0.9,0
2.121,59,34,76,1145.25,1091.75,8,13,4,142,0,2,2,1,0,120,34.56605705,0.156650691,4988.717403,92.91140405,0,0,0,0,0,4.598,2
3.377,55,34,72,1152.5,658.5,8,12,4,132,0,2,3,1,0,121.5,57.35267171,0.155743979,1174.366283,2258.490987,0,0,0,0,0,6.74,3
1.616,43,53,69.5,1163.925,777.075,13,10.5,6.5,160,0,7,4.5,3.5,0,129,68.69635928,0.167316586,753.7883151,6713.085036,0,0,0,0,0,3.197,2
2.025,1,57,20,891.7933333,584.1377778,8,3.666666667,3.555555556,128,0,2,1.666666667,0.888888889,0,217.3333333,36.27323976,0.329408089,1362.519046,0,0,0,0,0,0,4.005,2
1.641,61,34,83.66666667,753.2,649.8666667,7,14.66666667,3.111111111,124,0,1,1.333333333,0.444444444,0,117.6666667,70.33404632,0.109227553,1437.184107,0,0,0,0,0,0,3.832,2
2.648,46,42,74,986.5733333,797.6177778,11,12.33333333,4.888888889,153,0,5,3.666666667,2.222222222,0,123,96.18297255,0.064750113,983.8358994,372.4478214,361.1841274,0,0,0,0,4.977,3
0.936,61,33,71,1176.61875,689.2265625,7,12.125,2.65625,142,2,4,2.125,0.71875,0.5953947,174,37.89149741,0.249086504,5734.878472,434.658137,1443.426262,1387.99822,0,0,0,3.688,2
3.92,55,41,85.75,742.8875,534.05625,9,14.75,3.375,139,0,3,1.75,1.125,0,105.25,90.708237,0.126714405,1174.356845,6774.753712,6561.257927,6671.732097,0,0,0,9.176,4
1.559,61,34,86.5,631.35,548.325,7,15.25,2.625,124,0,1,1.25,0.375,0,104.25,89.58091245,0.08209861,1357.243697,2525.964906,2445.544103,2389.901832,0,0,0,2.787,2
0.907,63,32,87,709.7,665.85,7,15.25,2.625,136,0,1,1.25,0.375,0,104.25,97.16858205,0.07568772,18140.82916,2470.670253,2453.454075,2397.312433,0,0,0,1.863,1
2.31,46,50,83.5,835.8875,673.55625,12,14,4.5,153,0,6,2.5,2.25,0,105.25,107.7933549,0.103874946,876.25153,6569.897344,6755.534408,6724.074019,0,0,0,3.739,2
