,Formula,SGnumber,Magmom,Magnetic
209,CrI3,162,6.0012323,True
4955,CrGeTe3,162,6.0023135,True
2108,PrTe3,191,-3.8e-06,False
3969,TiPb9O11,75,0.0,False
1691,TaSe,129,4.11e-05,False
786,InCl3,51,-0.0,False
4888,TiGeTe6,11,-7e-07,False
4114,KB(CO2)4,51,-0.0,False
5780,Ag2WS4,11,-0.0,False
3671,NaFeAs,129,-0.1457345,False
