ACSF_1,ACSF_2,ACSF_3,ACSF_4,ACSF_5,ACSF_6,ACSF_7,ACSF_8,ACSF_9,ACSF_10,ACSF_11,ACSF_12,ACSF_13,ACSF_14,ACSF_15,ACSF_16,ACSF_17,ACSF_18,ACSF_19,ACSF_20
1.44,0.003,0.144,1.064,4.41,0.075,1.218,3.307,0.588,0.0,0.002,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.398,0.074,1.146,2.395,1.188,0.676,0.784,0.123,1.131,0.0,0.001,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36,0.0,0.0,0.0,0.8,0.018,0.323,0.798,2.359,0.151,1.242,1.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.245,0.383,0.912,0.566,0.675,0.0,0.021,0.321,0.554,0.0,0.0,0.005,1.788,0.006,0.234,1.308,0.0,0.0,0.0,0.0
0.854,0.0,0.0,0.002,3.73,0.015,0.548,2.726,0.464,0.0,0.0,0.003,1.236,0.0,0.008,0.265,0.0,0.0,0.0,0.0
2.116,0.201,1.371,1.291,0.619,0.0,0.001,0.07,0.732,0.0,0.028,0.368,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.044,0.031,0.424,0.789,1.587,0.318,0.929,0.709,1.251,0.247,0.876,0.421,1.41,0.031,0.427,0.869,0.0,0.0,0.0,0.0
1.547,0.394,0.912,0.457,1.253,0.259,0.883,0.407,1.401,0.023,0.371,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.551,0.37,0.915,0.5,1.313,0.02,0.344,0.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.517,0.554,1.852,1.329,1.088,0.003,0.111,0.645,2.151,0.057,0.799,1.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.468,0.0,0.0,0.004,1.612,0.066,0.766,1.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.712,0.001,0.054,0.491,1.754,0.339,1.62,1.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.634,0.0,0.007,0.175,1.725,0.23,1.446,1.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.675,0.0,0.021,0.323,3.266,0.12,1.672,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.605,0.0,0.003,0.104,2.784,0.283,1.552,1.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.602,0.0,0.002,0.098,2.961,0.125,1.461,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.651,0.0,0.011,0.23,2.961,0.088,1.241,2.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.686,0.205,1.395,1.404,0.571,0.0,0.001,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.667,0.0,0.017,0.288,3.165,0.386,2.249,1.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.37,0.261,2.354,2.869,0.738,0.002,0.097,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.743,0.0,0.028,0.52,1.653,0.082,0.966,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.307,0.164,1.931,3.08,0.706,0.001,0.046,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.575,0.048,0.775,1.936,0.57,0.0,0.001,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.922,0.347,1.638,1.302,0.739,0.002,0.101,0.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.462,0.093,1.022,1.536,0.492,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.678,0.0,0.023,0.335,3.063,0.166,1.649,2.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.995,0.084,1.405,3.2,0.645,0.0,0.009,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.502,0.0,0.0,0.01,3.177,0.077,0.663,1.312,0.594,0.0,0.002,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.635,0.0,0.007,0.177,4.02,0.113,1.63,3.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.635,0.0,0.007,0.177,4.066,0.145,1.83,3.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.744,0.003,0.111,0.644,1.727,0.236,1.459,1.22,1.605,0.038,0.673,1.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.747,0.003,0.12,0.66,1.63,0.057,0.817,1.584,1.594,0.032,0.615,1.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.526,0.397,0.909,0.402,0.798,0.017,0.315,0.797,1.266,0.0,0.024,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.839,0.001,0.063,0.605,2.697,0.005,0.24,1.701,2.0,0.086,0.657,0.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.656,0.0,0.013,0.247,1.664,0.096,1.035,1.511,1.334,0.03,0.416,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.674,0.0,0.021,0.318,1.215,0.058,0.56,0.734,1.384,0.079,0.632,0.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.729,0.001,0.043,0.473,2.629,0.003,0.171,1.491,1.898,0.052,0.536,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.794,0.01,0.381,2.005,2.063,0.078,0.633,0.82,1.829,0.002,0.097,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.681,0.0,0.024,0.345,1.697,0.157,1.263,1.378,1.352,0.042,0.486,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.62,0.049,0.758,1.593,0.836,0.055,0.548,0.74,1.708,0.181,1.332,1.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.683,0.0,0.026,0.357,1.692,0.144,1.224,1.405,1.347,0.038,0.466,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.462,0.019,0.345,1.061,3.236,0.378,2.235,1.979,0.739,0.002,0.099,0.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,2.98,0.043,0.714,1.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.509,0.504,0.91,1.036,1.144,0.0,0.028,0.371,0.705,0.001,0.045,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.939,0.285,2.034,2.054,0.695,0.0,0.036,0.411,2.311,0.0,0.019,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.638,0.103,0.916,1.438,2.665,0.101,1.062,1.819,1.297,0.274,0.889,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.045,0.843,2.991,3.857,2.631,0.011,0.416,2.066,0.527,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.817,0.002,0.181,1.822,6.794,0.304,2.089,2.306,0.752,0.003,0.132,0.679,0.99,0.0,0.014,0.258,0.0,0.0,0.0,0.0
2.758,0.108,1.087,1.489,3.501,0.937,0.568,0.79,0.876,0.01,0.245,0.779,0.915,0.423,0.902,0.26,0.0,0.0,0.0,0.0
1.957,0.002,0.11,0.787,5.744,0.678,2.847,2.913,1.508,0.007,0.274,1.373,0.721,0.001,0.067,0.537,0.0,0.0,0.0,0.0
2.149,0.353,1.036,1.002,2.201,0.079,0.951,1.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.581,0.0,0.001,0.064,1.675,0.113,1.11,1.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.317,0.0,0.0,0.0,1.466,0.065,0.593,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.463,0.0,0.0,0.003,1.757,0.352,1.636,1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.449,0.0,0.0,0.002,1.597,0.192,0.892,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.716,0.204,1.389,1.282,0.75,0.003,0.127,0.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.618,0.048,0.75,1.591,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.386,0.294,2.467,2.797,0.841,0.063,0.581,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.659,0.0,0.014,0.257,3.219,0.083,1.398,3.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.593,0.0,0.002,0.083,2.751,0.256,1.503,1.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.755,0.004,0.142,0.693,3.445,0.447,2.867,2.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.331,0.197,2.093,3.01,0.822,0.035,0.452,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.0,0.024,0.344,3.253,0.108,1.594,3.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.699,0.0,0.039,0.429,3.121,0.226,1.868,2.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.375,0.272,2.392,2.845,0.719,0.001,0.064,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.735,0.002,0.092,0.606,3.372,0.266,2.369,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.841,0.334,1.632,1.356,0.625,0.0,0.005,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.286,0.141,0.771,0.569,2.934,0.121,1.171,1.886,0.838,0.058,0.56,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.663,0.0,0.015,0.273,5.035,0.357,3.401,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.669,0.0,0.018,0.296,3.453,0.172,1.308,1.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.177,0.251,2.317,2.892,0.648,0.0,0.01,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.618,0.0,0.004,0.132,4.003,0.132,1.747,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.681,0.0,0.024,0.345,1.664,0.097,1.039,1.509,1.606,0.039,0.681,1.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.686,0.133,1.185,1.429,0.679,0.0,0.023,0.337,1.345,0.026,0.388,0.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.815,0.712,1.813,0.625,1.251,0.0,0.021,0.374,0.801,0.018,0.326,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.408,0.126,0.745,0.623,0.677,0.0,0.022,0.33,1.234,0.069,0.601,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.824,0.038,0.467,0.776,1.719,0.212,1.407,1.266,1.457,0.003,0.158,1.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.915,0.001,0.067,0.707,2.045,0.114,0.725,0.757,2.692,0.005,0.232,1.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.542,0.352,3.032,3.53,0.678,0.0,0.023,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.171,0.0,0.0,0.0,1.05,0.0,0.001,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.572,0.884,2.751,1.748,0.778,0.009,0.221,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.824,0.0,0.0,0.003,3.391,0.006,0.302,2.182,1.707,0.18,1.329,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.18,0.684,1.866,1.375,2.363,0.211,1.384,1.274,2.263,0.011,0.417,2.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.883,0.198,0.84,0.483,0.177,0.0,0.0,0.0,2.578,0.203,0.907,1.012,0.641,0.0,0.008,0.196,0.0,0.0,0.0,0.0
2.432,0.172,0.843,0.936,1.681,0.023,0.366,0.82,3.347,0.033,0.464,1.371,1.361,0.356,0.907,0.315,0.0,0.0,0.0,0.0
1.06,0.028,0.405,0.793,1.007,0.0,0.008,0.192,0.444,0.0,0.0,0.002,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.336,0.002,0.085,0.686,4.092,0.2,1.426,2.073,1.712,0.223,1.351,1.267,0.665,0.0,0.016,0.279,0.0,0.0,0.0,0.0
0.794,0.0,0.008,0.197,1.591,0.349,0.934,0.684,1.254,0.252,0.879,0.415,1.418,0.035,0.45,0.872,0.0,0.0,0.0,0.0
1.558,0.267,0.901,0.671,1.249,0.384,0.906,0.289,1.325,0.018,0.33,0.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.528,0.263,0.891,0.576,1.215,0.386,0.906,0.288,1.276,0.012,0.269,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.604,0.481,0.914,0.577,1.552,0.076,0.669,1.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.504,0.553,1.83,1.268,1.039,0.001,0.058,0.507,1.959,0.025,0.389,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.506,0.549,1.833,1.282,2.17,0.065,0.856,1.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.43,0.084,0.65,0.738,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.625,0.0,0.005,0.149,2.995,0.14,1.533,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.687,0.0,0.029,0.375,3.205,0.45,2.354,1.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.705,2.106,3.483,0.78,0.858,0.102,0.694,0.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.464,1.159,2.801,1.446,0.807,0.022,0.363,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.694,0.0,0.035,0.406,3.055,0.14,1.535,2.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.435,0.415,2.797,2.548,0.745,0.003,0.114,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.256,0.111,1.612,3.172,0.679,0.0,0.024,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.372,0.266,2.372,2.858,0.732,0.002,0.085,0.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.112,0.979,0.51,1.493,2.345,0.062,0.9,2.062,1.488,0.165,0.808,0.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.18,0.2,2.107,3.017,0.662,0.0,0.015,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.695,0.0,0.036,0.413,4.35,0.337,2.595,2.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.624,0.0,0.005,0.146,3.107,0.062,0.851,1.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.705,0.001,0.045,0.458,4.407,0.408,2.78,2.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.262,0.279,2.416,2.851,0.672,0.0,0.019,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.743,0.001,0.05,0.505,2.648,0.003,0.187,1.555,1.921,0.055,0.55,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.828,0.001,0.055,0.571,2.681,0.004,0.224,1.644,1.978,0.081,0.643,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.552,0.016,0.423,1.521,0.89,0.235,0.869,0.435,1.417,0.052,0.539,0.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.528,0.396,0.909,0.408,1.295,0.0,0.038,0.504,0.8,0.018,0.323,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.625,0.053,0.786,1.59,0.829,0.043,0.495,0.765,1.703,0.17,1.301,1.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.844,0.001,0.079,0.647,2.759,0.008,0.328,1.895,2.037,0.087,0.659,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.693,0.147,1.232,1.4,0.669,0.0,0.018,0.297,1.348,0.031,0.425,0.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.799,0.6,1.78,0.737,1.234,0.0,0.013,0.301,0.777,0.008,0.217,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.799,0.592,1.791,0.737,0.788,0.012,0.266,0.787,1.45,0.033,0.443,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.675,0.0,0.021,0.321,1.687,0.135,1.189,1.426,1.342,0.039,0.47,0.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.17,0.678,4.314,3.717,0.0,0.0,0.0,0.0,0.708,0.001,0.05,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.856,0.013,0.457,2.178,0.505,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,0.604,1.785,0.731,1.606,0.342,0.947,0.763,0.78,0.009,0.23,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.951,0.068,0.598,0.711,2.329,0.001,0.1,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.604,0.0,0.003,0.101,3.589,0.039,0.679,1.603,1.618,0.0,0.003,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.965,0.232,1.879,2.232,1.017,0.0,0.004,0.134,1.918,0.0,0.041,0.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.216,1.953,0.81,0.664,5.482,0.123,1.44,2.674,1.546,0.361,0.914,0.492,1.37,0.002,0.087,0.769,0.0,0.0,0.0,0.0
2.255,0.017,0.472,1.967,3.231,0.968,1.106,1.944,2.916,0.611,0.871,0.944,1.313,0.01,0.24,0.797,0.0,0.0,0.0,0.0
1.597,0.394,0.933,0.646,1.435,0.041,0.484,0.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.386,0.281,1.541,1.36,1.748,0.006,0.18,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.713,0.194,1.366,1.301,0.626,0.0,0.005,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.0,0.018,0.299,1.743,0.294,1.558,1.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.675,0.457,1.039,0.934,0.893,0.257,0.881,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.637,0.0,0.007,0.183,2.927,0.073,1.136,2.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.232,0.373,2.231,1.977,0.747,0.003,0.119,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.613,0.0,0.004,0.121,3.008,0.169,1.662,2.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.746,0.003,0.116,0.653,3.223,0.353,2.193,2.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.121,0.026,0.464,1.452,1.761,0.37,1.655,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.479,1.493,2.696,1.113,0.773,0.007,0.202,0.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.207,0.356,2.196,1.955,0.727,0.001,0.076,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.56,0.945,3.479,1.734,0.785,0.011,0.251,0.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.417,0.798,2.744,1.793,0.825,0.039,0.473,0.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.52,0.114,1.115,1.505,0.513,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.836,0.054,0.545,0.742,1.531,0.221,0.868,0.657,0.664,0.0,0.016,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.256,0.317,2.539,2.75,0.664,0.0,0.016,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.821,0.272,1.529,1.361,0.727,0.001,0.077,0.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.442,0.538,3.038,2.335,0.701,0.001,0.041,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.406,0.439,2.851,2.55,0.698,0.0,0.038,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.343,0.238,2.266,3.009,0.719,0.001,0.064,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.714,0.198,1.377,1.292,0.721,0.001,0.067,0.539,1.637,0.064,0.86,1.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.415,0.125,0.744,0.629,0.673,0.0,0.02,0.314,1.208,0.054,0.546,0.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.931,0.003,0.125,0.823,2.849,0.016,0.487,2.151,2.153,0.12,0.742,0.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.472,0.321,0.904,0.393,0.766,0.006,0.174,0.73,1.18,0.0,0.008,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.709,0.185,1.343,1.319,0.929,0.0,0.0,0.017,0.688,0.0,0.03,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72,0.0,0.029,0.399,1.843,0.05,0.529,0.794,2.543,0.001,0.106,1.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.983,0.821,2.958,3.784,2.614,0.01,0.391,2.031,0.519,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.142,0.121,1.314,2.292,1.547,0.366,0.914,0.491,1.176,0.494,0.883,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.078,0.194,1.383,1.625,0.506,0.0,0.0,0.011,0.954,0.0,0.007,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.563,0.284,0.909,0.661,1.076,0.002,0.085,0.588,1.336,0.02,0.346,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.478,0.206,0.85,0.555,1.053,0.0,0.001,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.511,0.543,1.828,1.334,2.194,0.073,0.915,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.418,0.337,1.628,1.336,2.003,0.017,0.445,1.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72,0.215,1.413,1.26,0.625,0.0,0.005,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.515,0.008,0.296,1.403,0.414,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.507,0.0,0.0,0.011,1.434,0.008,0.224,1.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54,0.0,0.0,0.026,1.67,0.318,1.084,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.582,0.181,0.865,0.955,0.597,0.0,0.002,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56,0.0,0.001,0.041,1.682,0.322,1.13,1.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.379,0.066,0.591,0.739,0.582,0.0,0.001,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.643,0.0,0.009,0.202,1.624,0.221,0.953,1.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.641,1.517,3.626,1.173,0.827,0.042,0.486,0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.324,0.187,2.045,3.032,0.842,0.064,0.583,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.673,0.0,0.02,0.315,3.249,0.105,1.568,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.151,0.272,2.002,2.066,0.704,0.001,0.045,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.823,0.001,0.07,0.694,1.696,0.153,1.251,1.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
